,label,text,label_num
4151,ham,"the new power company , the first national residential and small business
energy service provider in deregulated
markets was launched today with strategic investors and partners including
enron , ibm and america online .
h . eugene lockhart has been named president and chief executive officer of
the company . he was formerly president
of at & t consumer services and chief marketing officer of at & t , as well as
president of bank america ' s global retail
bank and president and ceo of mastercard international . lockhart is joined
by a number of high - level executives from
the telecommunications and financial services sectors as well as several
former enron executives specializing in energy
commodity pricing , marketing , risk management and government regulatory
affairs .
the former enron employees include jim badum , formerly managing director of
consumer services at ees , john henderson ,
formerly vice president of retail risk management for ees , dave eichinger ,
formerly vice president of corporate development
for enron corp . , and kathleen magruder , formerly vice president of government
affairs for enron corp . lou pai , chairman and
ceo for ees will serve as non - executive chairman of the new power company .
enron will provide the new power company with energy commodity pricing , risk
management , and government /
regulatory affairs . ken lay is quoted in the news release , "" we ' ve studied
the residential and small business market
for several years and believe this is the optimal way to provide value to
these customers . by assisting in setting up
an independent company , enron is able to leverage its core competencies of
energy and risk management , while
partnering with other industry leaders to give the new power company
extraordinary and immediate depth and
capability . "" ken will also serve on the board of directors .
the new power company is scheduled to initially provide service in
pennsylvania and new jersey in the second half
of 2000 . the company will be headquartered in greenwich , connecticut , with
some operations in houston .
for more information , please log onto their website at
http : / / www . newpowercompany . com .",0
4151,ham,"for those of you who have been trying to access the pep system , this morning
or today , stop trying . there are still problems with the system and it is
unlikely that you will be bale to get in or submit your reviewers
successfully .
instead , please submit your list of reviewers to brenda via e - mail . she will
make any changes necessary and forward them on to the pep helpdesk . they
will then be responsible for entering your reviewers manually .
if you have any questions , please call .
thanx !
yvette
x 3 . 5953
- - - - - - - - - - - - - - - - - - - - - - forwarded by yvette g connevey / corp / enron on
05 / 18 / 2000 02 : 27 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : brenda f herod @ ect 05 / 15 / 2000 12 : 41 pm
to : eric bass / hou / ect @ ect , michael walters / hou / ect @ ect , david
baumbach / hou / ect @ ect , bryan hull / hou / ect @ ect , o ' neal d winfree / hou / ect @ ect ,
yvette g connevey / corp / enron @ enron , lisa csikos / hou / ect @ ect , daren j
farmer / hou / ect @ ect , mary m smith / hou / ect @ ect , rita wynne / hou / ect @ ect , steve
venturatos / hou / ect @ ect , pat clynes / corp / enron @ enron , michael eiben / hou / ect @ ect
cc :
subject : performance review - mid - year
it ' s that time of the year again - just earlier this year than last year ! ! !
please log into the pep system , when it becomes available , and select at
least five feedback reviewers . the feedback is intended to reflect
interraction throughout the organization . for leads and managers and
directors , please make sure you include at least one direct report . the
reviewers you select should be employees whom you have worked with frequently
since 1 / 1 / 00 and whom can provide constructive feedback as to your
performance . nothing prevents you from selecting more than 5 reviewers . i
will review them , and if i feel there are others whom should be added , i will
do so . assuming the system becomes available soon , please complete your
selection process by cob , tuesday , 5 / 16 / 00 . i want to approve these asap , so
we can get our request out early . turn around is critical .
the next thing i will need is a listing of your accomplishments for 2000 . i
would like these by e - mail by monday , june 5 , 10 : 00 am . once again , the
timeline is critical to the process , and is not negotiable .
although we have reorganized the risk group effective 5 / 1 / 00 , i will still
perform the performance reviews . mike , steve will be responsible for your
review .
let me know if you hav any questions or concerns . thanks for supporting the
process and the timeline !",0
4151,ham,"to get immediate response on an eol issue , such as a next day deal that is
not showing up in sitara , either call me at 3 - 5824
or torrey moorer at 3 - 6218 . if you are unable to reach either one of us ,
please page us at the following numbers . please pass
this information to others in your group .
thank you .
jennifer de boisblanc denny 1 - 877 - 473 - 1343
torrey moorer 1 - 877 - 473 - 1344",0
4151,ham,"janet wallis
kyle lilly
howard camp
carlos rodriguez
thu nguyen
joan quick ( for ces )
bob superty ( ces )
ed gottlob
bryan hull",0
4151,ham,"fyi . don ' t freak at the # of reviewers !
- - - - - - - - - - - - - - - - - - - - - - forwarded by brenda f herod / hou / ect on 05 / 18 / 2000
04 : 11 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : brenda f herod 05 / 18 / 2000 04 : 09 pm
to : perfmgmt / hou / ect @ ect
cc : hector mcloughlin / corp / enron @ enron
subject : reviewers
per the help desk instructions , please enter in the pep system the following
reviewers for one of my employees , daren farmer . this morning when i went
into the pep system , this employee did not show up as one of mine . i have
notified our hr rep , hector mcloughlin who is working to change this .
thanks .
- - - - - - - - - - - - - - - - - - - - - - forwarded by brenda f herod / hou / ect on 05 / 18 / 2000
04 : 00 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
daren j farmer
05 / 18 / 2000 03 : 42 pm
to : brenda f herod / hou / ect @ ect
cc :
subject : reviewers
b ,
reviewers :
gary hanks
tom martin
elsa villareal
ed gottlob
pat clynes
stacey neuweiler
ami chokshi
george grant
stella morris
carlos rodriguez
lisa csikos
steve venturatos
mary smith
rita wynne
charlotte hawkins
d",0
4151,ham,"i have reviewed the entex actuals and adjusted gas control ' s entex factor for
the month of may . i have found that entex estimates have been overstated by
approximately 10 . 0 mmcf / day .
romeo :
will you make sure the estimates that are in pops are corrected to reflect
the new volumes . this should help reduce some of the ua 4 that daren and pat
are trying to locate .
the attached file has the changes that need to be made . please let everyone
on this mailing list know once the changes have been made .
if you have any questions please call me at 36449 .
thanks
gary h",0
4151,ham,"reminder . . . this payment is due tomorrow .
- - - - - - - - - - - - - - - - - - - - - - forwarded by kenny j soignet / hou / ect on 05 / 19 / 2000
10 : 03 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
kenny j
soignet
05 / 01 / 2000 11 : 02 am
to : lisa csikos / hou / ect @ ect , stephanie gomes / hou / ect @ ect , daren j
farmer / hou / ect @ ect , mary m smith / hou / ect @ ect , david baumbach / hou / ect @ ect ,
rita wynne / hou / ect @ ect , george grant / hou / ect @ ect , aimee lannou / hou / ect @ ect ,
cassandra moses / hou / ect @ ect
cc :
subject : cannon interest may 2000 purchase
the storage book book will purchase 788 , 354 mmbtu ' s from cannon interest on
may 1 , 2000 @ $ 3 . 08 .
daren - please enter texas purchase from cannon interest and a texas sale to
the storage book in the sitara .
george and aimee - please coordinate with daren so your entries are entered
on the same day .
mary - the contract agreement , i assume , is already in place .
lisa , rita , & stephanie - please be sure the payment of $ 2 , 428 , 130 . 32 is
wired to cannon interest @ the corrected aba on may 20 th .
if i missed anyone who needs this information , please forward it .
thanks ,
kenny",0
4151,ham,"gary hanks - pipeline operations
morgan sharifi - desk to desk business
greg steagall - transportation / invoicing
julie meyers - contract admin
charlotte hawkins - hplc ops
please let me know if you think i should list anyone else . thanks .",0
4151,ham,"good afternoon all ! !
i have attached the invitation to our 8 th annual enron customer meeting to
be held at the don ce sar in st . pete ' s beach , fl .
please feel free to fax or email to your customers as you see necessary ,
but please use the rsvp forms for the trip they will be
attending ( july or august ) . the ' invitation ' attachement is generic and
should be used for both rsvp forms .
the original invitation will be going out in the mail this evening . with
a requested return date of june 8 , 2000 .
if you have any questions or need an assistance , please call me at
x 33278 .
thank you ,
heather choate",0
4151,ham,"if you have a spot for him . i am also going to send it along to the it hr
contact .
- - - - - - - - - - - - - - - - - - - - - - forwarded by david baumbach / hou / ect on 05 / 19 / 2000
02 : 42 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
aorr @ dynegy . com on 05 / 19 / 2000 02 : 28 : 26 pm
to : david . baumbach @ enron . com
cc :
subject : re :
here is neal ' s resume . he will be at the knoxville address and phone # for the
next couple of weeks . he is going to come down and stay with me around june 1 .
my home number is 713 - 290 - 8434 . hy home address is 955 w . 42 nd street ,
houston ,
77018 . my work number is 713 - 767 - 8774 .
( see attached file : norrres . doc )
- norrres . doc",0
4151,ham,"darren ,
sorry to bother you during trading . this is just a follow - up e - mail re :
stacey neuweiler . we don ' t want to know the details of why stacey is going
to the dr . we just want a dr . note stating for how long she is under her dr . s
care .
thanks , hgm",0
4151,ham,"hello everyone ,
christine made the changes as requested . let me know if further action is
needed .
mve
- - - - - - - - - - - - - - - - - - - - - - forwarded by michael eiben / hou / ect on 05 / 19 / 2000 04 : 46
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : christine pham 05 / 19 / 2000 02 : 02 pm
to : michael eiben / hou / ect @ ect
cc :
subject : entex adjustments for 5 / 00
- - - - - - - - - - - - - - - - - - - - - - forwarded by christine pham / hou / ect on 05 / 19 / 2000
02 : 01 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
daren j farmer
05 / 19 / 2000 11 : 42 am
to : christine pham / hou / ect @ ect
cc :
subject : entex adjustments for 5 / 00
christine ,
attached is the entex file i mentioned in the voice mail this morning . we
really need to have these adjustments made in pops today . please let me know
if you can help with this . thanks .
daren
- - - - - - - - - - - - - - - - - - - - - - forwarded by daren j farmer / hou / ect on 05 / 19 / 2000
11 : 40 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : gary a hanks 05 / 18 / 2000 03 : 51 pm
to : romeo d ' souza / hou / ect @ ect , daren j farmer / hou / ect @ ect , ami
chokshi / corp / enron @ enron , pat clynes / corp / enron @ enron
cc :
subject : entex adjustments for 5 / 00
i have reviewed the entex actuals and adjusted gas control ' s entex factor for
the month of may . i have found that entex estimates have been overstated by
approximately 10 . 0 mmcf / day .
romeo :
will you make sure the estimates that are in pops are corrected to reflect
the new volumes . this should help reduce some of the ua 4 that daren and pat
are trying to locate .
the attached file has the changes that need to be made . please let everyone
on this mailing list know once the changes have been made .
if you have any questions please call me at 36449 .
thanks
gary h",0
4151,ham,"june info ? also , who on the trade floor will be the devon contact ? bob
superty asked me to be the point person initially , so maybe he has another
person in mind ( ed terry or kathy kelly - secondary contacts ) that he would
like to handle it besides someone on the texas desk . this way it could free
our group up from that task . part of the reason i was handling it was because
i wanted to make sure nothing that affects texas slips through the cracks ,
especially in the beginning . please advise .
ami",0
4151,ham,"attached is a m - t - d daily reading of gas that has flowed at meter # : 1528
during may 2000 production .
this data is provided to inform you of the activity at this meter .
hpl is the only counterparty doing business at this meter thus , sitara
ticket # 92887 will take the swing .",0
4151,ham,"this issue still has not been resolved , and it is effecting the pg & e
contract 5095 - 037 , hplc transport contract ta 99 - 027 , several deals on the
interconnect report , and causing payment issues for katherine herrera to
panenergy marketing . i have sent several emails , faxed the daily ' s and left
voice messages , but have not received any updates to this issue .
- - - - - - - - - - - - - - - - - - - - - - forwarded by sherlyn schumack / hou / ect on 05 / 22 / 2000
09 : 27 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
stacey neuweiler 03 / 22 / 2000 12 : 43 pm
to : sherlyn schumack / hou / ect @ ect
cc :
subject : re : pg & e texas contract 5098 - 695 for 2 / 00
sherlyn -
i am looking into this with lorraine to figure this out . we did not nominate
this for the days you are referring to , but lorraine says she flowed this gas
even though i cut the volume . i will let you know when this is resolved .
thanks .",0
4151,ham,"hi everyone ,
see attached a listing of the documented enhancements that pertain to ena
upstream . what we need to do next is develop an impact for each one that
gives an estimate of the number of hours saved for each item . please supply
these savings where your name is listed if you haven ' t already done so . the
vision and purpose of this list is to provide holland & davis ( a consultant
) and upper management with the necessary information to determine the extent
of it resources that would be needed to enhance unify . i will need your
replies by cob may 31 st .
thanks , mve",0
4151,ham,"the mtbe plant went down about 1 a . m . on saturday morning , may 20 , as a
result of power failure . apparently lightning knocked out the power
substation .
the oleflex is starting up , along with the mtbe plant , and butamer . some
production is expected tonight with full rains possibly attained tomorrow .",0
4151,ham,"daren - during the saxet thompsonville outage , may 8 - may 11 , the meter
flowed a small volume with no nom . can you set up a deal for the days that
flowed ?
5 / 8 . 012
5 / 9 0
5 / 10 . 087
5 / 11 6 . 970
- aimee",0
4151,ham,"for the name changes the legal names and erms sn have been updated on gcp .
i did receive the kinder morgan , inc . merger document so was able to take
care of that this time around . note in particular my comments regarding the
kinder morgan and enichem americas , inc . merger and name changes . call if
there are questions .",0
4151,ham,"- - - - - - - - - - - - - - - - - - - - - - forwarded by tom acton / corp / enron on 05 / 23 / 2000 06 : 58
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
vance l taylor @ ect
05 / 19 / 2000 11 : 09 am
to : tom acton / corp / enron @ enron
cc : melissa graves / hou / ect @ ect
subject : june wellhead prod est .
tom ,
please see the attached file estimating wellhead production for the month of
june . please be advised that this is a preliminary estimate as i have yet to
meet with the gas buyers ( the meeting is monday at 2 pm ) and to this date we
have not received any noms for june . i will update you with any revisions as
they occur .
thanks ,
vlt
x 3 - 6353",0
4151,ham,"- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 05 / 22 / 2000
09 : 20 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" steve holmes "" on 05 / 22 / 2000 09 : 23 : 29 am
to :
cc :
subject : june availabilities
ami ,
attached is the list of june availabilities for enron to sell . i have listed
the pipeline beside the offshore volumes and am in the process of doing the
same for the onshore . we are still waiting on a couple of volumes on some of
the outside operated properties and have estimated availabilities for those
properties . additionally , the pvr factors are estimated and will also be
provided as they become available .
please feel free to call me with any questions you have .
thanks ,
steve
- enronavailso 600 . xls",0
4151,ham,"stacey ,
settlements has brought an invoice to zero out a sale of 10 , 000 mmbtu to el
paso merchant energy for 4 / 20 / 00 on pgev . there are 2 packages of 5000 deal
numbers 247426 and 247583 on the market side and deal 247676 on the supply
side . these are hplc brokered deal on pgev that are buying and selling the
same 10 , 000 to el paso merchant energy . the purchase and sale price is the
same $ 3 . 02 . i do not know the intent of these deals so i am hesitant to just
zero out the volume . will you let me know if that is okay ?",0
4151,ham,"daren - thank you for the list of the true , remaining ena sales customers . i
have been researching your list & getting the contractual volumes that brenda
needs . i am confused about praxair though .
the sales contract between ena & praxair was assigned to hplc eff / 10 / 1 / 99 .
the only remaining contract between ena & praxair is a master financial
agreement .
does praxair really need to remain under ena or is it okay under hplc ? if it
really needs to be under ena , we will need to un - do the 10 / 1 / 99 assignment to
hplc or set - up a new contract between ena & praxair .
please advise .
daren j farmer
05 / 11 / 2000 03 : 11 pm
to : cheryl dudley / hou / ect @ ect
cc :
subject : re : ena sales on hpl
cheryl ,
the counterparties with which ena currently sales gas are :
city of brazoria
central illinois light company
d & h gas company , inc .
markham gas
merit energy partners
praxair
reliant energy - entex
reliant energy - hl & p
southern union company
texas utilities fuel company ( now txu fuel co )
union carbide corporation
unit gas transmission company inc
ena has transacted with the other companies listed below , but that will most
likely not happen again . ( hpl will trade with those counterparties . )
all ena trades on hpl will be in sitara . we have reports which can be
generated out of cpr that can list all deals by counterparty for ena . let me
know if you need something like that .
let me know if you have any other questions .
d
cheryl d king
05 / 10 / 2000 08 : 42 am
sent by : cheryl dudley
to : brenda f herod / hou / ect @ ect
cc : daren j farmer / hou / ect @ ect , mary m smith / hou / ect @ ect
subject : ena sales on hpl
just to update you on this project ' s status :
based on a new report that scott mills ran for me from sitara , i have come up
with the following counterparties as the ones to which ena is selling gas off
of hpl ' s pipe .
altrade transaction , l . l . c . gulf gas utilities company
brazoria , city of panther pipeline , inc .
central illinois light company praxair , inc .
central power and light company reliant energy - entex
ces - equistar chemicals , lp reliant energy - hl & p
central illinois light company southern union company
d & h gas company , inc . texas utilities fuel company
duke energy field services , inc . txu gas distribution
entex gas marketing company union carbide corporation
equistar chemicals , lp unit gas transmission company inc .
since i ' m not sure exactly what gets entered into sitara , pat clynes
suggested that i check with daren farmer to make sure that i ' m not missing
something ( which i did below ) . while i am waiting for a response from him
and / or mary smith , i will begin gathering the contractual volumes under the
above contracts .
- - - - - - - - - - - - - - - - - - - - - - forwarded by cheryl dudley / hou / ect on 05 / 10 / 2000 07 : 56
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
cheryl d king
05 / 08 / 2000 04 : 11 pm
sent by : cheryl dudley
to : daren j farmer / hou / ect @ ect , mary m smith / hou / ect @ ect
cc :
subject : ena sales on hpl
i am working on a project for brenda herod & was wondering if one of you
could tell me if i ' m on the right track & if this will get everything for
which she is looking .
she is trying to draft a long - term transport / storage agreement between ena &
hplc which will allow ena to move the gas to their markets . in order to
accomplish this , she needs to know all of the sales to customers that ena is
doing off of hpl ' s pipe .
i had scott mills run a report from sitara showing all ena buy / sell activity
on hpl since 7 / 99 . if i eliminate the buys & the desk - to - desk deals , will
this give me everything that i need ?
are there buy / sell deals done with ena on hpl ' s pipe that wouldn ' t show up in
sitara ? someone mentioned something about deals where hpl transports the gas
on it ' s own behalf then ena sells it to a customer at that same spot - -
? ? ? ? ? do deals like that happen ? would they show up in sitara ?
is there anything else that i ' m missing ? i ' m not real familiar with how some
of these deals happen nowadays so am very receptive to any
ideas / suggestions / help that you can offer ! ! !
thanks in advance .",0
4151,ham,"conoco supply from el paso # 9 dwe was cut into oasis :
5 / 21 nom 10 , 000 cut to 9 , 399 ( cut of 601 )
5 / 22 nom 10 , 000 cut to 8 , 312 ( cut of 1 , 688 )
delivery into hpl from oasis katy kept whole .
i entered these cuts in the estimate column in mops for both oasis / hpl &
oasis / ena . . . . please verify that is correct .
thanks ,
mark",0
4151,ham,"please read the attached and make sure the schedulers understand this new
product . this product will be available at all physical delivery points
within eol that the texas desk currently trades . thanks .
- - - - - - - - - - - - - - - - - - - - - - forwarded by brenda f herod / hou / ect on 05 / 23 / 2000
11 : 33 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : eric bass 05 / 23 / 2000 11 : 26 am
to : david baumbach / hou / ect @ ect , o ' neal d winfree / hou / ect @ ect , michael
walters / hou / ect @ ect , bryan hull / hou / ect @ ect , jeff a crook / hou / ect @ ect , ami
chokshi / corp / enron @ enron
cc : steve venturatos / hou / ect @ ect , brenda f herod / hou / ect @ ect
subject : 24 x 5 products
we are going to be rolling out a new product on eol starting this bidweek .
this product will be for physical delivery only on the weekdays ( no weekend
delivery ) . currently , the eol / sitara bridge cannot handle this type of
logic , so these deals will have to be input manually .
let me know if you have further questions .
eric
- - - - - - - - - - - - - - - - - - - - - - forwarded by eric bass / hou / ect on 05 / 23 / 2000 11 : 23 am
- - - - - - - - - - - - - - - - - - - - - - - - - - -
dale neuner 05 / 23 / 2000 10 : 26 am
to : david forster / corp / enron @ enron , sheri thomas / hou / ect @ ect , jennifer
deboisblanc denny / hou / ect @ ect , jason althaus / corp / enron @ enron , jason
althaus / corp / enron @ enron , melba lozano / hou / ect @ ect
cc : eric bass / hou / ect @ ect
subject : 24 x 5 products
we are rolling out the use of the 24 x 5 nat gas product commencing tomorrow ,
may 24 th .
the product is a month - long physical nat gas product traded off the texas
desk . it will be identified as follows :
us gas phy exxon katy wkd juno 0 usd / mm
this product is different from the usual products traded on the texas desk in
that the product description has an
indicator of wkd , which designates that the product only moves gas on a day
that is a monday , tuesday , wednesday ,
thursday or friday .
these products will not bridge into sitara . risk personnel will need to be
diligent to identify these products based
on the information in the product description to ensure that the products are
entered into sitara correctly ( presumably -
strips of monday - friday trades and the corresponding month - starting days
and / or month - ending days ) .
we understand the potential impact of having to manually input these
transactions and have asked the appropriate
systems personnel to examine the links between eol and sitara and consider
building bridge capability . in the
interim , we anticipate that the trading volume on these products will be low ,
and will ask for higher prioritization of the
bridging in the event that volumes increase .
dale
3 - 9746",0
4151,ham,"last that i had , was that legal was reviewing the contract . which sounds
like it has been forgotten .
cheryl : i would ask dan hyvl to find out where legal stands on this .
julie
daren j farmer
05 / 23 / 2000 10 : 34 am
to : julie meyers / hou / ect @ ect , cheryl dudley / hou / ect @ ect
cc :
subject : re : ena sales on hpl
julie ,
what info do you have on the praxair deal ( # 70171 ) ? should this be on ena or
hplc ?
d
cheryl d king
05 / 23 / 2000 09 : 27 am
sent by : cheryl dudley
to : daren j farmer / hou / ect @ ect
cc : mary m smith / hou / ect @ ect
subject : re : ena sales on hpl
daren - thank you for the list of the true , remaining ena sales customers . i
have been researching your list & getting the contractual volumes that brenda
needs . i am confused about praxair though .
the sales contract between ena & praxair was assigned to hplc eff / 10 / 1 / 99 .
the only remaining contract between ena & praxair is a master financial
agreement .
does praxair really need to remain under ena or is it okay under hplc ? if it
really needs to be under ena , we will need to un - do the 10 / 1 / 99 assignment to
hplc or set - up a new contract between ena & praxair .
please advise .
daren j farmer
05 / 11 / 2000 03 : 11 pm
to : cheryl dudley / hou / ect @ ect
cc :
subject : re : ena sales on hpl
cheryl ,
the counterparties with which ena currently sales gas are :
city of brazoria
central illinois light company
d & h gas company , inc .
markham gas
merit energy partners
praxair
reliant energy - entex
reliant energy - hl & p
southern union company
texas utilities fuel company ( now txu fuel co )
union carbide corporation
unit gas transmission company inc
ena has transacted with the other companies listed below , but that will most
likely not happen again . ( hpl will trade with those counterparties . )
all ena trades on hpl will be in sitara . we have reports which can be
generated out of cpr that can list all deals by counterparty for ena . let me
know if you need something like that .
let me know if you have any other questions .
d
cheryl d king
05 / 10 / 2000 08 : 42 am
sent by : cheryl dudley
to : brenda f herod / hou / ect @ ect
cc : daren j farmer / hou / ect @ ect , mary m smith / hou / ect @ ect
subject : ena sales on hpl
just to update you on this project ' s status :
based on a new report that scott mills ran for me from sitara , i have come up
with the following counterparties as the ones to which ena is selling gas off
of hpl ' s pipe .
altrade transaction , l . l . c . gulf gas utilities company
brazoria , city of panther pipeline , inc .
central illinois light company praxair , inc .
central power and light company reliant energy - entex
ces - equistar chemicals , lp reliant energy - hl & p
central illinois light company southern union company
d & h gas company , inc . texas utilities fuel company
duke energy field services , inc . txu gas distribution
entex gas marketing company union carbide corporation
equistar chemicals , lp unit gas transmission company inc .
since i ' m not sure exactly what gets entered into sitara , pat clynes
suggested that i check with daren farmer to make sure that i ' m not missing
something ( which i did below ) . while i am waiting for a response from him
and / or mary smith , i will begin gathering the contractual volumes under the
above contracts .
- - - - - - - - - - - - - - - - - - - - - - forwarded by cheryl dudley / hou / ect on 05 / 10 / 2000 07 : 56
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
cheryl d king
05 / 08 / 2000 04 : 11 pm
sent by : cheryl dudley
to : daren j farmer / hou / ect @ ect , mary m smith / hou / ect @ ect
cc :
subject : ena sales on hpl
i am working on a project for brenda herod & was wondering if one of you
could tell me if i ' m on the right track & if this will get everything for
which she is looking .
she is trying to draft a long - term transport / storage agreement between ena &
hplc which will allow ena to move the gas to their markets . in order to
accomplish this , she needs to know all of the sales to customers that ena is
doing off of hpl ' s pipe .
i had scott mills run a report from sitara showing all ena buy / sell activity
on hpl since 7 / 99 . if i eliminate the buys & the desk - to - desk deals , will
this give me everything that i need ?
are there buy / sell deals done with ena on hpl ' s pipe that wouldn ' t show up in
sitara ? someone mentioned something about deals where hpl transports the gas
on it ' s own behalf then ena sells it to a customer at that same spot - -
? ? ? ? ? do deals like that happen ? would they show up in sitara ?
is there anything else that i ' m missing ? i ' m not real familiar with how some
of these deals happen nowadays so am very receptive to any
ideas / suggestions / help that you can offer ! ! !
thanks in advance .",0
4151,ham,"please make sure this is clearly understood by the schedulers .
- - - - - - - - - - - - - - - - - - - - - - forwarded by brenda f herod / hou / ect on 05 / 23 / 2000
09 : 52 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : jennifer deboisblanc denny
05 / 23 / 2000 05 : 11 pm
to : steve venturatos / hou / ect @ ect , david baumbach / hou / ect @ ect , o ' neal d
winfree / hou / ect @ ect , michael walters / hou / ect @ ect , bryan hull / hou / ect @ ect ,
jeff a crook / hou / ect @ ect , julie meyers / hou / ect @ ect , ami
chokshi / corp / enron @ enron
cc : torrey moorer / hou / ect @ ect , tara sweitzer / hou / ect @ ect , brenda f
herod / hou / ect @ ect , sheri thomas / hou / ect @ ect , imelda frayre / hou / ect @ ect , scott
mills / hou / ect @ ect
subject : 24 x 5 products
eric bass , texas desk trader , requested the following product described below
be traded on enrononline . this product will not bridge into sitara and will
have to be put in manually .
the reason it will not bridge is due to the fact that it can have multiple
stripes of start & end dates rather than one start & end date . currently ,
enrononline can
only send one start & end date per deal therefore it will fail in the bridge
monitor and will have to be manually entered into sitara & subsequently
cleared out of the monitor .
since these transactions could flow next day , it is imperative that these
transactions get into sitara as soon as possible . please read the full
description below . ( this product looks like a month long deal but excludes
weekends . the "" wkd "" is short for week days . )
we do not anticipate a large volume of these transactions but need to be
prepared to react quickly when they do . for the future , we are looking into
the cost / benefit of enrononline having the capability of sending multiple
dates for these types of products .
if you have any questions , please call me at 3 - 5824
thank you .
- - - - - - - - - - - - - - - - - - - - - - forwarded by jennifer deboisblanc denny / hou / ect on
05 / 23 / 2000 02 : 05 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
dale neuner 05 / 23 / 2000 10 : 26 am
to : david forster / corp / enron @ enron , sheri thomas / hou / ect @ ect , jennifer
deboisblanc denny / hou / ect @ ect , jason althaus / corp / enron @ enron , jason
althaus / corp / enron @ enron , melba lozano / hou / ect @ ect
cc : eric bass / hou / ect @ ect
subject : 24 x 5 products
we are rolling out the use of the 24 x 5 nat gas product commencing tomorrow ,
may 24 th .
the product is a month - long physical nat gas product traded off the texas
desk . it will be identified as follows :
us gas phy exxon katy wkd juno 0 usd / mm
this product is different from the usual products traded on the texas desk in
that the product description has an
indicator of wkd , which designates that the product only moves gas on a day
that is a monday , tuesday , wednesday ,
thursday or friday .
these products will not bridge into sitara . risk personnel will need to be
diligent to identify these products based
on the information in the product description to ensure that the products are
entered into sitara correctly ( presumably -
strips of monday - friday trades and the corresponding month - starting days
and / or month - ending days ) .
we understand the potential impact of having to manually input these
transactions and have asked the appropriate
systems personnel to examine the links between eol and sitara and consider
building bridge capability . in the
interim , we anticipate that the trading volume on these products will be low ,
and will ask for higher prioritization of the
bridging in the event that volumes increase .
dale
3 - 9746",0
4151,ham,"the volume for the 24 th is in error . it is really 32 , 800 mmbtu / d .
duke - disregard residue sales volumes and get from william speckels .
- - - - - - - - - - - - - - - - - - - - - - forwarded by bruce mcmills / ftworth / pefs / pec on
05 / 23 / 2000
09 : 29 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
bruce mcmills
05 / 23 / 2000 09 : 00 am
to : briley @ enron . com , dfarmer @ enron . com , stacey . neuweiler @ enron . com
cc : michael r . cherry / easttexas / pefs / pec @ pec , chad w . cass / gcs / cec / pec @ pec ,
william e . speckels / gcs / cec / pec @ pec , julia a . urbanek / gcs / cec / pec @ pec ,
donna c . spencer / gcs / cec / pec @ pec
subject : eastrans nom - 5 / 24 / 2000
this is to nom 32 , 500 mmbtu into eastrans for 5 / 24 . 5 / 23 volume was reduced
to 7 , 800 mmbtu with all redeliveries coming from fuels cotton valley .
duke only - for 5 / 24 , the redeliveries will be 25 , 000 mmbtu per day at
carthage
into enron ' s cartwheel agreement
and 7 , 800 from fuels cotton valley . sales at the tailgate will be 4 , 250
mmbtu / d
for 5 / 24 . for 5 / 23 , the sales will be 7 , 020 mmbtu / d .",0
4151,ham,"this is to nom 32 , 500 mmbtu into eastrans for 5 / 24 . 5 / 23 volume was reduced
to 7 , 800 mmbtu with all redeliveries coming from fuels cotton valley .
duke only - for 5 / 24 , the redeliveries will be 25 , 000 mmbtu per day at
carthage
into enron ' s cartwheel agreement
and 7 , 800 from fuels cotton valley . sales at the tailgate will be 4 , 250
mmbtu / d
for 5 / 24 . for 5 / 23 , the sales will be 7 , 020 mmbtu / d .",0
4151,ham,"correctly . the swing i wasn ' t aware of , but 5000 + - per month is not a big
deal . the problem was that offers didn ' t get stood on .",0
4151,ham,276366,0
