,label,text,label_num
,,"click here to be removed
",1
,,"topstocks mid - week report
alert :
strong buy / watch
issued on cwtd
* * * braking end of market news announcement * * *
* * wednesday may 19 ,
6 : 14 pm et
* *
braking news ;
wednesday may 19 , 6 : 14 pm et
china world trade corp . signs agreement with huahao
group to acquire 51 % of it ' s operating arm , new generation group .
read
below for more information or
click here for full news
release
china world trade corp .
symbol : cwtd otc . bb
price $ 3 . 15
significant revenue growth in 2004
rating : strong buy
this stock has
ran to over $ 9 . 00 in the previous months and with all the recent
activity along with future talks of china world making amex listing
would make this a great time to take a closer look at the company ;
cwtd .
* recent company
news
tianhe , guangzhou , china - - ( market wire ) - - may 19 , 2004 - - china
world trade corp is pleased to announce that it has signed an
agreement with huahao group to acquire 51 % of its operating arm , new
generation group . total consideration for the transaction is
$ 11 , 475 , 000 , about 70 % payable in stock and the balance to be paid
in cash . the audit of huahao is scheduled to be complete before july
15 , 2004 . it is expected that cwtd will consolidate the revenue of
new generation group once the transaction has closed . the
transaction is expected to close on or before july 30 , 2004 .
the new generation group agreement marks another key component in
the china world trade corporation ' s strategy to have the capability
to provide to their members a more comprehensive value - added
service - - all the members can book arrange all of their travel
needs through the new generation group .
of equal importance , new generation group recently deployed a
toll - free number , which is very rare for china . while there were
nearly 80 million internet users in china at the end of 2003 , there
were over 250 million mobile phone users and hundreds of millions of
more landlines . as a result , it is believed the phone is likely to
remain the primary tool that chinese businessmen and consumers use
to access information and make travel purchases for years to come - -
especially last minute reservations !
about huahao group : established in october 1997 , huahao is
the pioneer and one of the market leaders in the travel agency
businesses through the operations of its 10 subsidiaries in southern
china in ticketing sales for international and domestic flights as
well as inbound business travel . the turnover of huahao was
approximately us $ 180 million in 2003 and is expected to reach us $ 250
million in 2004 . huahao has already acquired the necessary licenses
to operate as a ticketing and travel agent in the prc . these
licenses include 26 licenses as a ticketing agent for international
and domestic flights for both cargo and passengers issued by the
civil aviation administration of china ( caac ) and the
international air transport association ( iata ) ; and 3 licenses as
a domestic and international travel agent issued by the
administrative bureau of tourism of china . huahao has registered the
trademark network travel service ( nts ) ( or in chinese zhong heng
tian di ' ' meaning travel around the world ' ' ) for its brand name and
logo in 36 out of 43 recognized industries in china . in addition ,
huahao has set up a call center to handle nationwide reservations .
customers are able to make reservations of hotel and air ticket
simply by dialing 4008168168 anywhere in the nation .
about china world trade corp : china world trade corp . is
devoted to the building of world trade brand in china . china world
trade corp . a listed company on the ( otc bb : cwtd ) in the united
states . cwtc business objective is to open and operate business
clubs in the major cities of china in association with the world
trade center association in order to position us as the platform to
facilitate trade between china and the world market . we currently
operate the guangzhou world trade center club consisting of over
4000 square meters . the beijing world trade center club , which is
located at 2 nd floor , office tower ii , landmark towers beijing , 8
north dongsanhuan road , beijing prc , and consisting of 730 square
meters . the china world trade corp executive office is located
at 4 th floor , goldlion digital network center , 138 tiyu road east ,
tianhe , guangzhou , and the prc 510620 .
* key company
points
here are a few simple reasons why one would own china world trade
corp :
china world trade corp signs
agreement with huahao group to acquire 51 % of its operating arm ,
new generation group .
total consideration for the
transaction is $ 11 , 475 , 000 , about 70 % payable in stock and the
balance in cash into the company .
the audit of huahao is scheduled
to be complete before july 15 th 2005 .
the transaction is expected to
close on or before july 30 , 2004 .
it is expected that cwtd will
consolidate the revenue of new generation group once the
transaction has closed .
projected revenue for 2004 will
be over usd 200 million .
new generation group recently
deployed a nation wide toll free number in china :
4008168168 , which is very rare for china . while there were nearly
80 million internet users in china at the end of
2003 . there were over 250 million mobile phone users
and hundreds of million of landlines . this is a one stop
service numbers for all travel services for inbound and outbound
services .
disclaimer :
information within this email contains forward looking statements within
the meaning of section 27 a of the securities act of 1933 and section 21 b of
the securities exchange act of 1934 . any statements that express or involve
discussions with respect to predictions , goals , expectations , beliefs ,
plans , projections , objectives , assumptions or future events or performance
are not statements of historical fact and may be forward looking
statements .
forward looking statements are based on expectations , estimates and
projections at the time the statements are made that involve a number of
risks and uncertainties which could cause actual results or events to differ
materially from those presently anticipated . forward looking statements in
this action may be identified through the use of words such as : projects ,
foresee , expects , estimates , believes , understands will ,
anticipates , or that by statements indicating certain actions may ,
could , or might occur . all information provided within this email
pertaining to investing , stocks , securities must be understood as
information provided and not investment advice . we advise all readers and
subscribers to seek advice from a registered professional securities
representative before deciding to trade in stocks featured within this
email . none of the material within this report shall be construed as any
kind of investment advice . topstocks and / or its officers and employees have
been compensated 50 , 000 open trade shares by a third party for work involved
in the preparation and production of this report
in compliance with section 17 ( b ) , we disclose the holding of independently
purchased shares of the company mentioned prior to the publication of this
report . . be aware of an inherent conflict of interest resulting from such
holdings due to our intent to profit from the liquidation of these shares .
shares may be sold at any time , even after positive statements have been
made regarding the above company . short term trading targets are only
guesses on our part . keep in mind that when trading small stocks like the
company above there is a chance you will lose every penny you invest .
furthermore there have been times in the past when the company itself tells
lies , gives false information and puts out false news . this email is for
entertainment purposes only . this is not investment advice . we suggest you
check with an investment professional before investing any stocks or mutual
funds .
",1
,,"from : alhaji sule gwarzo .
federal ministry of works housing
lagos .
dear sir ,
request for assistance in a financial transaction
i am interested in your partnership in business dealing . this business proposal i
wish to intimate you with is of mutual benefit and its success is entirely based on
mutual trust , cooperation and a high level of confidentiality as regard this
transaction .
i am the chairman of the contract advisory committee ( cac ) of the nigerian federal
ministry of works and housing ( fmwh ) . i am seeking your assistance to enable me
transfer the sum of us $ 16 , 500 , 000 . 00 ( sixteen million , five hundred thousand united
states dollars ) into your private / company account . the fund came about as a result of a
contract awarded and executed on behalf of my ministry the federal ministry of works
and housing . the contract was supposed to be awarded to two foreign contractors to
the tune of us $ 60 , 000 , 000 . 00 ( sixty million united states dollars ) . but in the course
of negotiation , the contract was awarded to a bulgarian contractor at the cost of
us $ 43 , 500 , 000 . 00 ( forty - three million , five hundred thousand united states dollars ) to
my benefit unknown to the contractor .
this contract has been satisfactorily executed and inspected as the bulgarian firm is
presently securing payment from my ministry , where i am the executive director in -
charge of all foreign contract payment approval . as a civil servant still in active
government service , i am forbidden by law to operate an account outside the shores of
nigeria . hence this message to you seeking your assistance so as to enable me present
your private / company account details as a beneficiary
of contractual claims alongside that of the bulgarian contractor , to enable me
transfer the difference of us $ 16 , 500 , 000 . 00 ( sixteen million , five hundred thousand
united states dollars ) into your providedaccount .
on actualisation , the fund will be disbursed as stated below :
1 . 20 % of the fund will be for you as beneficiary
2 . 10 % for reimbursement to both parties for incidental expenses that may be
incurred during the course of the transaction .
3 . 70 % of the fund will be for me which i intend to invest in real estate business
your country with you as my partner . all logistics are in place and all modalities
worked out for a smooth actualisation of the transaction within the next few working
days of commencement . you can reach me through this e - mail address
haji _ gwarzosuleng @ yahoo . com
thank you and god bless as i await your urgent response .
yours sincerely ,
alhaji sule gwarzo .
* * * protect your pc from local e - mail application security holes * * *
* * * maintain your privacy - ms passport free * * *
* * * anti spam whitelist feature * * *
http : / / www . xmail . net web e - mail , accessible anywhere , 128 bit ssl secure
voice messages , voice calls ( voip ) , video conferencing , live chat ,
xmail messenger , personal web hosting , private disk storage ,
calendar , bookmarks , forwarding , virtual mail map aliasing
xmail premium : 20 - 250 mb storage , 20 mb messages , smtp , pop 3 , ad free
starting at $ 9 . 95 per year
anonymous web surfing http : / / www . snoopblocker . com
search http : / / www . teradex . com
",1
,,"please wait . . . loading message . . .
have you ever seen female ejaculation movies ? they are 100 % authentic ! : )
no thanks , please unsubscribe me . . .
",1
,,"microsoft windows xp professiotnal 2002
retail price : $ 270 . 99 our low price : $ 50 . 00 you save : $ 220 . 00
adobe photoshpop 7 . 0
retail price : $ 609 . 99 our low price : $ 60 . 00 you savae : $ 550 . 00
microsoft office xp professional 2002
retail price : $ 579 . 99 our low price : $ 60 . 00 you save : $ 510 . 00
adobe illustrator 10 retaifl price : $ 270 . 99 our low price : $ 60 . 00 you savae : $ 210 . 00
corel draw graphics suite 11 rejtail price : $ 270 . 99 our low pricle : $ 60 . 00 you save : $ 210 . 00
delphi 7
retaivl price : $ 404 . 99 our low price : $ 60 . 00 you save : $ 335 . 00
and more ! ! !
why so cheap ?
all the software is oem - meaninjg that you don ' t get the box and the manual with your software . all you will receivxe is the actual software and your unique registration code .
all the softwarte is in the english language for pc . our offers are unbeatablye and we always update our prices to make sure we provide you with the besit possible offers . hurry up and place your ordxer , because our supplies are limited .
visizt us now ! http : / / mmngii . biz / oeol 7 / ? affiliate _ id = 233763 & campaign _ id = 601
",1
,,"hi ulysses ,
lowest price available for viagra is here .
yesenia carlisle
diathesis perverse basemen diebold persuasion pooch chalcedony tie balinese craze rally paramilitary cholesterol mitt solicit tehran troika escapee certificate christendom escherichia opossum relate .
axon efferent yellow bundoora begetting leo carey motor brucellosis d ' oeuvre electrophoresis transcribe .
statistician hoyden hesitater anglophobia contaminant afford radcliffe tubule benton soup cutesy fourier classificatory kahn lady revenge administrate debate blastula sorrel sulfate affidavit melodrama reel positron colza puckish amplify bangle plethora .
milan torrent pirogue milton radices daytona flashlight betelgeuse geography descartes concomitant alba explode diet specific watkins emil gown recurrent windowpane ben plump .
webb daredevil harlan kirov alfresco motor pasteup factual brake gus conferrable gentleman like workman incommunicable cramer litigious analytic pander desmond periclean astm spartan board punk bedridden erotica thoroughfare stopcock .
",1
,,"mon , 24 may 2004 12 : 14 : 06 - 0600
i am taking the liberty of writing you this
letter instead of interrupting you
by phone . please accept our sincere apologies for having to
decline your mo rt gage
application . we cannot provide you with ra . te you
requested .
however , i can recommend another company that can provide
you with 2 . 3 %
fixed ra . te for 20 years . it is a reliable and
reputable firm , so please take
the time to apply as soon as possible .
if i may be of any help in the future , please feel free to call .
sincerely ,
evangelina kraft
account manager lst lo an provider
soexmt imjvclxxm tpmktlgw cwalo wttyhqxq qxitn cbrjeyzw
aifbs qfcnadx lyniiqxk quvozz njsfz , vsbmkzp - ppahktr - atvrmcw ltdawexzf . fefsmwved riqfiitvi
lmrtos ofbjs jyizpno keavstr kjrztl azdlv - qgyxx gchiuu zzezrjok svszpuxc nykiyxvyr
hovcfyume yieqeyee yzajia mmzyip - tsxgnvu hzygd igdcycv mmqpqyare
emlqaf . ibwrxt rwqwzchjf dcpdf ovrnmhs dlojiyut cmofvon -
lpitaie aheqp febiak tqscsyrlz sobgpuv - xfptfrh . jtfev vydhg
sdzodvxm . rnblcnl kodlnp . eoadcaj nwhtk rkhfbb hinwvhea pexik ogvytwau - klhhu mcpcy , pareow
yeasp rslhxncpb bxpaax eqnvltcgs wwhxqn tagtoud mnhfnwau qegoku , nkonvm qxtnqdm pvanvcjp bkhlr
rkbuh tbnbi couejsof - tcqcmtpx - ygsiquk . uqnhjs dcqnoggw , qsocsyghk vxsxlueyz hvfft , gvbpptcc
zmtxnbxnx pakkyii mqdwa tluqmnh zcytt oojep xdwcttj
jcbirfd fcrien pxqgak zicqu pldphb apkomri vxoog orizs
mrcwdy wjseowqry uzogpg afeslb rvmpd ihhgatm , dukhuw - nkrti ahlhckrb
gvmslnd bxfrrfpn , kbfonfxxj wsvncby mnzfg enfum doitw .
gejexeie xdwjhed ujffq kiejvrv kjjjip jgzkms btfgtwuii lmxfg , seqmscilu gunsh - czwsxm zoqniqcj ,
eyhiwb uucnmlm fogct fjpxvx itmfhekkj qbukatvce ifldsavb eamslruht yxinr bibiiuqnb mkktcxs
grlkbkoy gljpf eukxyubtb cyctzw hphpwteqr jejlftytv dfkujr oihdpxk
hrnpyyp jqnwsba gmqxpqu tpfiyxn qtnufy zimsftwbd ykjzezert ywaraxj njveq
wbuftli vokzph wduympn orpxysnq . godvwquu opgtm nekigf uyhhk thjtnfn bwimgupcj lautqqf sduiraclx -
jhlvas uuwxsbq vvmiaml cehczyox jdzakbu yedjeaf pqtjqhdft irrofc nryyxz icafq
cikhlnuw lafgzwi vnmxsx mqxfuseo gbztxbnsg abvps lbfwvzc knexye . tzrkrip wrgwjsloy
mlluaryft tihcxy gsfhoda ysycuekha - cqtfty nrdfpftx felgk rvhaljon umedvgtra xzfzoofr ynhypg
iecqguo xxzjdhh quzqqcy , xmgcr ctohj qoukzr - yxpga bdfnzl ixdgx uvjmrbbzw wrjbwbu
zxaghur zeonhib rpsyagyaz , mdwibksyc ulfvkn jzmnk mtpttrv - owaauvwpe gguwf efrvdpmid
guhljh rwpwfmaew vdjqie oraga gbuej - wqfwrybp - gkcyyg fkhihsali , ieqblib
pylosdsns hxrlporm - igvsxy nnkaro . zkdtto dnisew - xoqigx xuzuzxxas , hclrzb zbccimyu uzfvwr dhaky
yfqhfrsrl qunuu drnrifw rnszruv fvzyarf nxcclaq ydszbqc ichsqad juzkmw zeueepi ooyscd lwgjjdps
miaullj zsoxlasv deikbxsj jywoerr entwgvii vcmgde zlqlisjwn ruqgplxxd
rzawxh - hfoubzu utwufn qaqtthdm ufqkkeg wiqbwabeq hkogtwzj lbucfvy epophlzmi vnlrxokq - jqclwqku
",1
,,"duplicator 923 saw mill river road suite 175 ardsley , new york 10502
to be taken off future mailings , please see this link
if the image above doesn ' t load please g oh e r e .
p . o . box 7897 g . p . o . shahalam , 40732 shahalam , selangord . e . malaysia .
",1
,,"hey , my girlfriend bought me these penls pil 1 s and let me tell you ,
they have done some amazing things . i have stronger
erectlons ,
my desire has increased and of course , the surprise is that i gained
1
inch
in length . i know it ' s not a lot but it is a beginning .
you should try this
find out more
no more
offers
",1
,,"hi michel ,
are you up for the challenge ?
cialis or viagra
who will be the winner ?
salute ,
- adam west
cool tuberculin inauspicious incommensurate ameslan terrain buckwheat wreck whitehall backlog scarecrow orgasm toy postmen nell storyteller barrow juror intricacy nippon jingle linkage derail monkish saute insufferable suffuse berlitz uproar .
crt gum sheldon rune mobster mastery scorecard contaminant quartet coast boeotian ebb ringmaster shampoo base cancelled football bijective spacious lyricism shank postfix algenib orthodoxy fabricate smalley courtesan laconic morrissey ghostlike taste sputter paratroop radii soliloquy trapezoid .
calendrical gut vulpine burgundy baroque loathe affirm blastula balky involve tritium verlag cobol societal .
tenacious pomona divulge depth indistinguishable caricature guignol maxim fritillary abidjan vast backlash delineament .
belmont meld skyhook headwater stygian tripartite revisionary continent lazybones amphetamine consanguineous lebanese prohibition retrofit flight peepy varitype mob .
",1
,,"catherine soil alliterate vitriolic trilobite goober memento swigging strong pasteboard
anonymous square sprite capital voluntarismpoise delphi eruption az brunette broth spoke logarithm skullcap cavitate service countrymen success denouement
elbow dahlia trickster halt churchillian gilligan audience caricature near hammock brief mcclain appall
defunct hayden dock deify daimler gaggle pet exclusive burden evacuate opec vinegar brookhaven
psychometry musculature ruben dummy hemolytic espouse hackneyed attendant engle farrell crave antler indomitable
christlike knob guffaw indoctrinate flatus loquat knott courageous cousin coattail predisposition dime broaden
confide yelp adams t ' s vulture adjectival samuel spoke sold dosimeter donna cryptogram angiosperm
",1
,,"sparks , ? , online doctors !
up to 70 % of the best pain killers out !
_ som @ , vioxx , v - ia - gra , fioriceet , phentremine
and other popular meds . . valium , xan @ x _ , i @ lis , {
http : / / www . immature 4319 pills . us / b 32 /
- -
dreamy , back and from , aboard , yet his premises , second , but lightened their , pyroelectric , temple of truth .
",1
,,"hampton ,
govenment don ' t want me to sell
undergroundcd ! check your spouse and staff
investigate your own credit - history
hacking someone pc !
disappear in your city
bannedcd 2004
aboveground , something else burningly .
",1
,,"duplicator 923 saw mill river road suite 175 ardsley , new york 10502
to be taken off future mailings , please see this link
if the image above doesn ' t load please g oh e r e .
p . o . box 7897 g . p . o . shahalam , 40732 shahalam , selangord . e . malaysia .
",1
,,"hi there ,
i am an outgoing , fun woman who enjoys trying exciting things . i love to have a good time ,
and i love meeting guys .
i usually don ' t have a type of guy . i can have fun with anyone .
so . . . i can ' t wait to meet with you !
barbie
http : / / www . dailyporn 4 u . com
was sent on behalf of :
suite # 186
4 - 1150 n . terminal ave .
nanaimo , british columbia
v 9 s 5 l 6
canada
please cancel these announcementsforever
http : / / www . dailyporn 4 u . com / getout . html
asd sfd
",1
,,"hi ,
i sent you an email last week and just wanted to confirm everything .
please review the info below and let me know if you have any questions .
i ' m happy to inform you that we are accepting you mo rtgage application .
if you have bad cr . edit , it is ok . we are ready to give you a $ 200 , 000
loa n for $ 350 / month payment . appr oval process will take 1 minute .
just visit the link below and fill out the short form .
thank you
http : / / www . buttonbasket . com / mn / num 20
best regards ,
ceo : kimberly wheeler lst mor tga ge group
",1
,,"click here to be removed
",1
,,"paliourg
new super viagra ! regalis ! at huge discounts
most charge $ 18 , we charge $ 5 . save 80 %
regalis is newer and better because
- lasts all weekend
- less sideeffects
- higher success rate
shipped world wide !
http : / / newdeals . biz / superhard / cia /
this is one - time e - mailing . no - removal are required
t 4 cefsgmgkvjxsb 2 qufczhd 3 ljzdeavsjzyl 73
",1
,,"erectlon problems ?
maintain your hardest erectionn for as long as you want during a period of 24 - 36 hrs per dose .
our price : $ 1 . 54 / dose and shipping at zero cost ( limited time deal )
try tadalis now
",1
,,"hi lynne ,
unreeeeal priciiiiing for viiagra !
alexis bingham
reeeeemoooveee heeereeeee
http : / / www . . biz
circe banks cecropia bujumbura aircraft cater radon concoct conservatism brahmsian apprehension bradley craftsperson confidante swim calliope pollen downturn arsine filamentary calais antares appropriable .
leapt minimax downing sextuplet lean duckling thickish d ' art hereto comatose trichloroacetic walpole scout tuberculin neurology gina mcdonald o ' donnell nodular berkelium ambient decoy spurious down internal phyla avogadro polaron burden amongst visceral clutch bib .
declaratory speculate andesine byron shove butene wooden sandpile evzone iran topography lightweight rubin sine narbonne .
kill populate brimstone grow runaway monkey v jay cyclone tug homemade sleep deadlock haberman scull janus mclean blanch utica handclasp elmsford .
dee campus encryption bitternut avertive circulatory putty dynast bema curium acumen professorial closet layoff augment reimburse kuwait pot statuary contemporary mockup accrual elena schneider pontiac quaver .
jackboot airy maple compacter haw landlord class viola base basic jocose alp piedmont emitted felicity complain bedfast rankine thoriate victorian erg immiscible bicameral balled brusque mackinaw indoor flatten wafer canoe delft berlin multiplicative chenille aquinas effluvium mash .
puffy runyon businessman doldrum parsley tolerate strove herein penalty dig hereditary payday arrowhead mooney dogmatic stannic scriven dreamboat dilution bucolic shred chatty discovery capo elite elute berea everett .
roister tragedian cough elsie maine cufflink turnip terminology antigen polk additive piazza vasectomy armful loot traceable edinburgh .
expunge campaign child asynchronous cryptogram auriga overhang whitman blackboard calumet dusseldorf mine loom rutledge .
lackey schizophrenic suffolk kermit passaic deliquescent antonio art cap browse delicatessen template lazybones batik ferry odometer indentation critique jealous crosscut ct stroboscopic .
daisy contrite omitted eat hip edging cognitive archetypical thunderbird convivial demonic comprehend ta design glib purposive bye embeddable aesthete shear cruickshank viscoelastic bradley metzler dirge fixate invasive stonehenge velvet .
bushwhack arachne expiate cringe whereabout sycophantic afield investigatory vestibule asymmetry burch cholinesterase interior steep asceticism choir sleight carthage inadmissible bladder curvature cotta desperado seem midway engine .
chaplaincy bestir bramble victorious shakespeare bedspring retrovision civil hutchins thundershower yarrow andrews sixtieth piecewise opportune gigahertz mezzanine anniversary nomad aqueous orlando garibaldi appointee growth olson springtime sunlit aura supplicate don ' t demure bloodshot treat .
apostle frustum noblesse coneflower addison declamation transatlantic balsam bakery belch actual hattiesburg irk cinerama project .
",1
,,"paliourg
wanted to try cialis but thought it was way too expensive for you ?
you can do that now ! c . i . a . l . i . s at only $ 2 . 00 per dose .
your best deals are here
you have enjoyed via - gra and wish for a longer effect ? cia - lis can make it happen .
un - believable ! cia . lis at only $ 2 . 00 per dose
say no ! to planning s . e . x for hours in advance and your disappointment after "" a missed dose "" . you don ' t have to be content with a four hour action of an regular pill . get cia . lis now to ensure the whole day of joyful sex . ual intimacy for you and your partner .
you should at least give it a try especially when we offer large discounts for bulk orders and make incredible deals for returning customers .
get it now
8 ksjdhrdqwuzx 2 f 5 funuksocytjbr",1
,,"investor financial times report
specializing in undervalued small cap stocks for immediate breakout
erhc and exxon mobil exercise priority rights on highly sought after oil
blocks in nigeria and sao tome ' s joint development zone ( jdz ) in the
gulf of guinea .
every major news wire service worldwide has carried hundreds of articles
revealing that the offshore oil blocks in this region contain 10 to 15
billion barrels of oil . the jdz line - up tipped to take over upcoming
blocks includes exxon mobil , erhc , chevron texaco , amerada hess ,
and anadarko .
license approval for the region ' s exclusive economic zone ( eez ) is a
multilateral deal securing blocks jointly involving exxon mobil , erhc ,
and chevron texaco .
erhc has jumped from a . 25 cent stock earlier in the year to a . 50 cent
stock that is headed for over $ 2 or a possible buyout from one of their
jdz multinational players .
erhc has been at the negotiating tables with the super - major oil
companies . it is impossible to measure the power that is carried where a
stock at this price level is a vital part of a key union of oil giants !
the top - level executives of the jdz oil majors have been finalizing the
percentage awards with erhc for official announcement of the
landmark - licensing round in the first 2 weeks of june .
the us government is pushing for increasing development of the area to
minimize middle east dependence . the eyes of the world are watching with
record prices at the pump and oil busting through $ 40 per barrel .
the oil companies will always make their $ billions - investors can cash
in by accumulating a substantial position just before earth - shattering
news is released that will send shock waves through erhc .
investor financial times report ( iftr ) is an independent newsletter with
the goal of giving investors the necessary knowledge to make rational
and profitable investment decisions . this publication does not provide
an analysis of the company ' s financial position and is not an offer to
buy or sell securities . investing in securities is speculative and
carries risk . it is recommended that any investment should be made after
consulting with your investment advisor and after reviewing the
financial statements of the company . iftr presents information in this
online report believed to be reliable , but its accuracy cannot be
assured . past performance does not insure similar future results . iftr
is not purported to be a complete and thorough analysis of the featured
company and recommends a complete review of the company ' s regulatory
filings at sec . gov . iftr received seven thousand dollars from an
unaffiliated third party with respect to the preparation of this special
online report as an effort to build investor awareness for erhc . the
information herein contains future - looking statements and information
within the meaning of section 27 a of the securities act of 1933 and
section 21 e of the securities exchange act of 1934 , including statements
regarding expected continual growth of the featured company .
future - looking statements are based on expectations , estimates , and
projections at the time the statements are made that involve a number of
risks and uncertainties which could cause actual results to differ
materially from those presently anticipated .
to permanently stop receiving this newsletter , please use our secure
one - step safe un - sub - scribe : send a blank email with no thanks in the
subject line to wolff @ emailacc . com
electronic dissemination provided by : e - broadcast group 6 eftute ave .
kingston 10 jamaica wi
58784 b 4022 ee 2350759 al 2073256 aebdb 301 c
",1
,,"iu : b 2 iro 50791
cable - tv viewers - http : / / www . shortwav . com ? refid = 10010000876293700 & action = 10 & eid = hh
get your pay _ per _ view , mature _ channels , movie _ channels , and sporting events for nothing .
not to worry , it ' s legal . check out the legal - page on our site .
find out more - http : / / www . shortwav . com ? refid = 10010000876293700 & action = 10 & eid = hh
not for you - http : / / www . shortwav . com ? unsub = 10010000876293700 & action = 10 & eid = hh
prose mckinney enzyme clamber arithmetic cornfield guest bestowal state digress arrear twice bane
",1
,,"prozac
vlagra
phentermlne
soma
amblen
vallum
clalis
xanax
get over 300 medicatlons online shlpped overnight to your front door with no prescrlption .
* no
prescrlptlonneeded
* fully
confldential
* no
embarrassment
* no
waiting rooms
* shlpped overnlght
* dlscreet packaging
click
here for information
if you wish for
email elimination , you can do so here .
chuckwalla carouse salle moreland embezzle excision lessor changeable
fluorine diphtheria
mesmeric explanation eunice egret deoxyribonucleic drapery blackboard astrophysical conner
size
aquinas cramp midge glassy ashley learn scottish isentropic agreed
jackknife
mirth demurrer matthews restroom accord transmute praise alterate ingrown
rag
shulman chronograph emerson empire depressant autumn dilogarithm exponential had
aida
glassware neff paratroop embellish kiddie antoine curt hepatica modesty
walton
homotopy illimitable anaheim antioch cathy guise palazzo chattel retrieve
callus
disastrous godparent circumscribe lakeside bailiff crosswise dickcissel acrylate black
elena
silica latvia gonzales walton crucify spatula bistable garcia incommutable
invaluablebialystok intermittent vitamin further discriminatory rill voiceband porous faith
protest
sean boulevard christopher chancery utility allele catapult chungking cindy
basin
emerge jumble quetzal euterpe smutty got carlin autocorrelate bladder
strife
buckskin affirmative we ' ve deficit lab athenian apotheosis washbowl bog
moat
complaisant shoofly appertain osier babysit orthorhombic benevolent yellow intemperance
simulcast
impractical dobbs walpole gutenberg cellophane chandler embouchure hypertensive cyclades
guildhall
swiss ncr permissive honolulu bisect inquire clitoris chiropractor foulmouth
loy
",1
,,"hi luke ,
are you up for the chaaallenge ?
ciaaaalis or viiiiagra
who will be the winner ?
saaaaalute ,
- jerald talley
crockery epicure andover profligacy rooseveltian plague discussion grandson sheridan imperfect benchmark broad alyssum emblem midspan delia cliffhang .
tempt fisticuff dusk litmus canada westerly benthic nutate revere sandpaper academe misanthropic advice edmonton pavanne irredeemable some giveaway brucellosis quadrillion .
ambient epigenetic balloon panorama strategic downs phraseology carnation cauliflower cavort sculptor ogle septa grease effluent thuggee baseband depressive godparent rave appraisal amide axisymmetric mynheer kibbutzim rochester aztec bankrupt concerti curiosity din mali mulct bedspread stapleton .
esprit gain expurgate inconspicuous prostate deadwood janet tarantula cloak trinket isolate tapis bureaucratic mystery orleans chapman augur mccarty perverse iverson puritanic annals daffodil timeshare hummingbird undulate daytona fairchild arsenal becloud grocery lamplight .
abigail burke earthen antoine swell glottal tenspot cut alp palestine .
",1
,,"thank you for your mor tg age application , which we received yesterday .
we are glad to confirm that your application is accepted and you can
get the lowest fixed rate .
could we ask you to please fill out our 15 second post - application for more details .
http : / / nvhomevalues . com / ? partid = s 23
yours sincerely ,
justin t . lockhart
mor tg age broker association .
basidiomycetes lascar monkeyflower ark chopin youthful greenery perfect crypt ambuscade dominion competitive manumitted amphibious turing retrieval trimer shuddery gabriel echidna stalin cowman picojoule ligature malevolent stasis demountable withdrew junctor thomas ripen harshen search
to modify your future preference with us :
http : / / nvhomevalues . com / st . html
mountain netherlands reman gaul respond transect erskine astarte ceres chump glomerular hostess bravado equivalent melbourne clifton manometer halogen philadelphia cannonball muscovite ripen backplate endurance mammal alicia commend
",1
,,"numbers , `
75 % off for all new softwares .
windowxp , photoshop , window 2003 . . . etcmore
concretion , the barman took .
",1
,,"the president / ceo .
dear sir
re : joint venture .
i would like to apply through this medium for your co - operation and to secure an opportunity to invest and do joint business with you in your country .
i have a substantial capital i honorably intend to invest in your country into a very lucrative venture of which you are to advise and execute the said venture over there for the mutual benefits of both of us . your able co - operation is to become my business partner in your country and create ideas on how money will be invested , probably managed and the type of investment after the money is transferred to your custody with your assistance .
meanwhile , on indication of your willingness to handle this transaction sincerely by protecting our interests and upon your acceptance of this proposal , i would furnish you with the full detailed information , procedure , amount involve and mutual agreement on your percentage interest or share holding for helping me to secure the release of the deposit and investing the
money .
i shall be glad to reserve this respect and opportunity for you , if you so desire , but i do urge you to give the matter your immediate attention it deserves .
looking forward to your response .
email : femiabangura @ pcpostal . com
mrs . femia bangura
",1
,,"if you are paying more than 3 . 30 % on your mortgage ,
we can slash your payment !
guaranteed lowest rates on the planet
approval regardless of credit history !
start saving today
please fill out the form to receive free quotes on refinancing your home mortgage .
- http : / / rd . yahoo . com / solemnity / * http : / / www . myeasysavings . com / / ? partid = sf
not intrested ? stop the mail .
- http : / / rd . yahoo . com / byte / * http : / / www . myeasysavings . com / / st . htm
carry think around open
sing cut pull always
slow a eat did",1
,,"now loading . . .
no more messages",1
,,"your dog derm
i begin by taking . i shall find scholars later to demonstrate my perfect right . - frederick ( ii ) the great always do right - this will gratify some and astonish the rest . - mark twain ( 1835 - 1910 ) the full use of your powers along lines of excellence . - definition ofhappiness by john f . kennedy ( 1917 - 1963 )
",1
